0	-1.000000	0.000000
1	0.000000	0.000000
2	1.000000	0.000000
3	1.000000	-1.000000
4	1.000000	0.000000
5	1.000000	-1.000000
6	1.000000	-2.000000
7	1.000000	-3.000000
8	2.000000	-3.000000
9	2.000000	-2.000000
10	2.000000	-1.000000
11	2.000000	0.000000
12	2.000000	-1.000000
13	1.000000	-1.000000
14	1.000000	0.000000
15	0.000000	0.000000
16	0.000000	-1.000000
17	0.000000	0.000000
18	1.000000	0.000000
19	1.000000	-1.000000
20	2.000000	-1.000000
21	2.000000	-2.000000
22	2.000000	-1.000000
23	2.000000	-2.000000
24	2.000000	-1.000000
25	2.000000	0.000000
26	1.000000	0.000000
27	1.000000	1.000000
28	1.000000	0.000000
29	0.000000	0.000000
30	0.000000	1.000000
31	0.000000	2.000000
32	0.000000	3.000000
33	1.000000	3.000000
34	2.000000	3.000000
35	1.000000	3.000000
36	1.000000	2.000000
37	0.000000	2.000000
38	0.000000	3.000000
39	0.000000	2.000000
40	0.000000	1.000000
41	-1.000000	1.000000
42	-1.000000	0.000000
43	-2.000000	0.000000
44	-2.000000	-1.000000
45	-1.000000	-1.000000
46	0.000000	-1.000000
47	-1.000000	-1.000000
48	-1.000000	0.000000
49	0.000000	0.000000
50	0.000000	1.000000
51	0.000000	2.000000
52	0.000000	1.000000
53	-1.000000	1.000000
54	0.000000	1.000000
55	1.000000	1.000000
56	1.000000	0.000000
57	1.000000	1.000000
58	2.000000	1.000000
59	1.000000	1.000000
60	1.000000	0.000000
61	1.000000	1.000000
62	1.000000	0.000000
63	2.000000	0.000000
64	2.000000	1.000000
65	1.000000	1.000000
66	0.000000	1.000000
67	1.000000	1.000000
68	2.000000	1.000000
69	2.000000	0.000000
70	1.000000	0.000000
71	1.000000	-1.000000
72	2.000000	-1.000000
73	2.000000	0.000000
74	2.000000	1.000000
75	2.000000	0.000000
76	2.000000	1.000000
77	2.000000	2.000000
78	2.000000	3.000000
79	1.000000	3.000000
80	1.000000	4.000000
81	0.000000	4.000000
82	0.000000	3.000000
83	0.000000	2.000000
84	1.000000	2.000000
85	1.000000	1.000000
86	1.000000	0.000000
87	1.000000	-1.000000
88	2.000000	-1.000000
89	2.000000	-2.000000
90	3.000000	-2.000000
91	2.000000	-2.000000
92	2.000000	-3.000000
93	2.000000	-4.000000
94	1.000000	-4.000000
95	2.000000	-4.000000
96	2.000000	-3.000000
97	2.000000	-4.000000
98	2.000000	-5.000000
99	2.000000	-4.000000
100	1.000000	-4.000000
