0	0.000000	0.000000
1	1.000000	10000.000000
2	2.262500	10000.000000
3	3.692200	10000.000000
4	5.175600	10000.000000
5	6.681800	10000.000000
6	8.271300	10000.000000
7	9.894300	10000.000000
8	11.541634	9992.000000
9	13.230947	9985.000000
10	14.929073	9968.000000
11	16.570122	9954.000000
12	18.370453	9923.000000
13	20.174046	9894.000000
14	21.971119	9868.000000
15	23.776762	9837.000000
16	25.517921	9793.000000
17	27.312141	9752.000000
18	29.152267	9700.000000
19	31.065182	9650.000000
20	33.052692	9603.000000
21	34.927414	9561.000000
22	36.779388	9519.000000
23	38.650688	9470.000000
24	40.504620	9415.000000
25	42.425362	9345.000000
26	44.260677	9295.000000
27	46.283020	9229.000000
28	48.284157	9178.000000
29	50.377895	9111.000000
30	52.537678	9050.000000
31	54.550747	8986.000000
32	56.448303	8927.000000
33	58.431168	8862.000000
34	60.501419	8799.000000
35	62.472233	8733.000000
36	64.441589	8671.000000
37	66.507675	8602.000000
38	68.570496	8540.000000
39	70.522926	8483.000000
40	72.620544	8412.000000
41	74.693092	8338.000000
42	76.656998	8271.000000
43	78.599953	8204.000000
44	80.639282	8131.000000
45	82.913338	8066.000000
46	85.240929	7990.000000
47	87.609856	7915.000000
48	89.791367	7856.000000
49	92.082230	7795.000000
50	94.165672	7738.000000
51	96.414818	7666.000000
52	98.623650	7594.000000
53	100.849991	7533.000000
54	103.321930	7455.000000
55	105.739204	7385.000000
56	108.023392	7311.000000
57	110.421906	7241.000000
58	112.761658	7183.000000
59	115.185158	7129.000000
60	117.656097	7063.000000
61	120.361115	6995.000000
62	122.598671	6942.000000
63	124.961311	6875.000000
64	127.500145	6806.000000
65	130.088669	6744.000000
66	132.704681	6674.000000
67	135.564590	6603.000000
68	138.096573	6534.000000
69	140.697052	6463.000000
70	143.192245	6398.000000
71	146.271667	6324.000000
72	148.629929	6269.000000
73	151.009644	6217.000000
74	153.352646	6162.000000
75	155.583389	6092.000000
76	158.199661	6020.000000
77	160.884842	5957.000000
78	163.386337	5899.000000
79	165.641586	5834.000000
80	167.706314	5775.000000
81	170.269531	5710.000000
