290	-9.000000	21.000000	160
291	-9.000000	22.000000	140
292	-9.000000	23.000000	120
293	-9.000000	24.000000	100
294	-9.000000	23.000000	120
295	-10.000000	23.000000	139
296	-11.000000	23.000000	138
297	-11.000000	22.000000	158
298	-11.000000	21.000000	178
299	-12.000000	21.000000	177
300	-12.000000	22.000000	157
301	-13.000000	22.000000	156
302	-13.000000	21.000000	176
303	-13.000000	20.000000	196
304	-12.000000	20.000000	197
305	-11.000000	20.000000	198
306	-11.000000	21.000000	178
307	-11.000000	22.000000	158
308	-11.000000	21.000000	178
309	-11.000000	22.000000	158
310	-12.000000	22.000000	157
311	-13.000000	22.000000	156
312	-13.000000	23.000000	136
313	-13.000000	24.000000	116
314	-13.000000	25.000000	96
315	-13.000000	24.000000	116
316	-13.000000	25.000000	96
317	-14.000000	25.000000	95
318	-14.000000	26.000000	75
319	-15.000000	26.000000	74
320	-16.000000	26.000000	73
321	-16.000000	25.000000	93
322	-17.000000	25.000000	92
323	-17.000000	24.000000	112
324	-16.000000	24.000000	113
325	-16.000000	25.000000	93
326	-15.000000	25.000000	94
327	-16.000000	25.000000	93
328	-15.000000	25.000000	94
329	-15.000000	24.000000	114
330	-14.000000	24.000000	115
331	-14.000000	25.000000	95
332	-14.000000	26.000000	75
333	-14.000000	25.000000	95
334	-13.000000	25.000000	96
335	-13.000000	26.000000	76
336	-13.000000	25.000000	96
337	-12.000000	25.000000	97
338	-12.000000	26.000000	77
339	-13.000000	26.000000	76
340	-13.000000	27.000000	56
341	-13.000000	26.000000	76
342	-13.000000	25.000000	96
343	-14.000000	25.000000	95
344	-13.000000	25.000000	96
345	-12.000000	25.000000	97
346	-12.000000	26.000000	77
347	-12.000000	27.000000	57
348	-13.000000	27.000000	56
349	-14.000000	27.000000	55
350	-15.000000	27.000000	54
351	-15.000000	26.000000	74
352	-15.000000	27.000000	54
353	-14.000000	27.000000	55
354	-15.000000	27.000000	54
355	-15.000000	28.000000	34
356	-15.000000	29.000000	14
357	-16.000000	29.000000	13
358	-16.000000	28.000000	33
359	-16.000000	29.000000	13
360	-16.000000	30.000000	393
361	-16.000000	29.000000	13
362	-17.000000	29.000000	12
363	-18.000000	29.000000	11
364	-19.000000	29.000000	10
365	-20.000000	29.000000	9
366	-21.000000	29.000000	8
367	-20.000000	29.000000	9
368	-21.000000	29.000000	8
369	-21.000000	28.000000	28
370	-22.000000	28.000000	27
371	-22.000000	27.000000	47
372	-23.000000	27.000000	46
373	-23.000000	28.000000	26
374	-23.000000	29.000000	6
375	-24.000000	29.000000	5
376	-23.000000	29.000000	6
377	-23.000000	30.000000	386
378	-23.000000	29.000000	6
379	-24.000000	29.000000	5
380	-24.000000	28.000000	25
381	-24.000000	29.000000	5
382	-24.000000	30.000000	385
383	-24.000000	29.000000	5
384	-24.000000	30.000000	385
385	-25.000000	30.000000	384
386	-24.000000	30.000000	385
387	-25.000000	30.000000	384
388	-24.000000	30.000000	385
389	-25.000000	30.000000	384
390	-25.000000	29.000000	4
391	-24.000000	29.000000	5
392	-24.000000	30.000000	385
393	-24.000000	31.000000	365
394	-25.000000	31.000000	364
395	-26.000000	31.000000	363
396	-27.000000	31.000000	362
397	-26.000000	31.000000	363
398	-27.000000	31.000000	362
399	-26.000000	31.000000	363
400	-26.000000	30.000000	383
401	-25.000000	30.000000	384
402	-26.000000	30.000000	383
403	-26.000000	31.000000	363
404	-25.000000	31.000000	364
405	-25.000000	30.000000	384
406	-25.000000	29.000000	4
407	-24.000000	29.000000	5
408	-23.000000	29.000000	6
409	-23.000000	30.000000	386
410	-24.000000	30.000000	385
411	-25.000000	30.000000	384
412	-26.000000	30.000000	383
413	-27.000000	30.000000	382
414	-27.000000	31.000000	362
415	-28.000000	31.000000	361
416	-27.000000	31.000000	362
417	-27.000000	32.000000	342
418	-26.000000	32.000000	343
419	-25.000000	32.000000	344
420	-25.000000	31.000000	364
421	-26.000000	31.000000	363
422	-25.000000	31.000000	364
423	-25.000000	30.000000	384
424	-25.000000	29.000000	4
425	-25.000000	30.000000	384
426	-25.000000	31.000000	364
427	-25.000000	32.000000	344
428	-25.000000	33.000000	324
429	-25.000000	32.000000	344
430	-24.000000	32.000000	345
431	-24.000000	31.000000	365
432	-24.000000	30.000000	385
433	-25.000000	30.000000	384
434	-24.000000	30.000000	385
435	-24.000000	29.000000	5
436	-24.000000	30.000000	385
437	-25.000000	30.000000	384
438	-25.000000	29.000000	4
439	-24.000000	29.000000	5
440	-24.000000	28.000000	25
441	-23.000000	28.000000	26
442	-24.000000	28.000000	25
443	-24.000000	29.000000	5
444	-25.000000	29.000000	4
445	-25.000000	28.000000	24
446	-25.000000	27.000000	44
447	-26.000000	27.000000	43
448	-25.000000	27.000000	44
449	-26.000000	27.000000	43
450	-27.000000	27.000000	42
451	-28.000000	27.000000	41
452	-27.000000	27.000000	42
453	-27.000000	28.000000	22
454	-27.000000	29.000000	2
455	-27.000000	28.000000	22
456	-28.000000	28.000000	21
457	-29.000000	28.000000	20
458	-29.000000	27.000000	40
459	-29.000000	26.000000	60
460	-29.000000	27.000000	40
461	-29.000000	26.000000	60
462	-30.000000	26.000000	79
463	-29.000000	26.000000	60
464	-29.000000	27.000000	40
465	-29.000000	28.000000	20
466	-30.000000	28.000000	39
467	-31.000000	28.000000	38
468	-31.000000	27.000000	58
469	-31.000000	28.000000	38
470	-32.000000	28.000000	37
471	-33.000000	28.000000	36
472	-33.000000	29.000000	16
473	-32.000000	29.000000	17
474	-32.000000	28.000000	37
475	-32.000000	27.000000	57
476	-32.000000	26.000000	77
477	-32.000000	27.000000	57
478	-32.000000	28.000000	37
479	-33.000000	28.000000	36
480	-33.000000	27.000000	56
481	-34.000000	27.000000	55
482	-33.000000	27.000000	56
483	-33.000000	26.000000	76
484	-33.000000	25.000000	96
485	-33.000000	26.000000	76
486	-34.000000	26.000000	75
487	-34.000000	27.000000	55
488	-34.000000	26.000000	75
489	-34.000000	27.000000	55
490	-33.000000	27.000000	56
491	-32.000000	27.000000	57
492	-31.000000	27.000000	58
493	-31.000000	28.000000	38
494	-30.000000	28.000000	39
495	-30.000000	29.000000	19
496	-31.000000	29.000000	18
497	-32.000000	29.000000	17
498	-33.000000	29.000000	16
499	-33.000000	30.000000	396
